Adução/Abdução,Indicador,
Adução/Abdução,Médio,
Adução/Abdução,Indicador,6.21750779495317;4.18361967003357;4.1321853588069;
Adução/Abdução,Médio,4.01707618392788;4.14160589695749;4.23086792918915;

