Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,18.60(indicador)-19.50(médio);10.50(indicador)-13.17(médio);10.03(indicador)-12.60(médio);10.06(indicador)-13.43(médio);10.19(indicador)-13.68(médio);

