Exercício,Dedo,Ângulos obtidos
Extensão,Indicador,10.33(normal da palma) - (projeção vetorial): 12.61;11.95(normal da palma) - (projeção vetorial): 14.47;11.09(normal da palma) - (projeção vetorial): 14.51;11.54(normal da palma) - (projeção vetorial): 14.45;
Extensão,Anelar,10.49;11.59;10.06;10.51;
Exercício,Dedo,Ângulos obtidos
Pinça,Indicador,62.25;63.96;62.46;
Pinça,Médio,65.89;67.89;63.84;

