Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,10.93(indicador)-11.26(médio);14.24(indicador)-16.24(médio);10.03(indicador)-11.54(médio);11.39(indicador)-12.43(médio);10.16(indicador)-11.65(médio);

