Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Mindinho,18.22(metacarpo mindinho)-11.20(palma);12.24(metacarpo mindinho)-23.52(palma);12.65(metacarpo mindinho)-24.54(palma);20.96(metacarpo mindinho)-14.16(palma);12.81(metacarpo mindinho)-34.13(palma);14.47(metacarpo mindinho)-9.01(palma);12.23(metacarpo mindinho)-34.98(palma);14.44(metacarpo mindinho)-6.34(palma);

