Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,15.43(indicador)-17.22(médio);20.49(indicador)-22.35(médio);18.23(indicador)-21.57(médio);20.94(indicador)-21.33(médio);15.20(indicador)-16.03(médio);14.54(indicador)-14.90(médio);14.50(indicador)-14.67(médio);

