Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,19.1587142396918(indicador)-14.3210314040706(médio);5.47621927411028(indicador)-7.39563129729194(médio);5.42942735695592(indicador)-8.14174491976235(médio);

