Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,20.82(indicador)-21.35(médio);16.44(indicador)-18.56(médio);20.53(indicador)-20.91(médio);17.61(indicador)-17.75(médio);18.32(indicador)-18.50(médio);17.49(indicador)-18.02(médio);18.06(indicador)-18.57(médio);17.90(indicador)-18.59(médio);

