Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,10.75(indicador)-3.20(médio);12.66(indicador)-7.43(médio);9.72(indicador)-4.90(médio);11.43(indicador)-7.34(médio);9.01(indicador)-4.98(médio);

