Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Anelar,14.80(palma) - 12.96(metacarpo);15.49(palma) - 13.88(metacarpo);13.40(palma) - 12.36(metacarpo);12.52(palma) - 13.45(metacarpo);13.03(palma) - 13.49(metacarpo);14.40(palma) - 12.89(metacarpo);13.35(palma) - 12.21(metacarpo);12.82(palma) - 12.42(metacarpo);

