Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,15.17(indicador)-16.92(médio);14.54(indicador)-15.97(médio);20.16(indicador)-20.90(médio);15.85(indicador)-16.62(médio);14.87(indicador)-15.27(médio);14.17(indicador)-14.67(médio);

