Exercício,Dedo,Ângulos obtidos
Adução/Abdução,Indicador,13.46(indicador)-15.90(médio);12.68(indicador)-15.74(médio);11.54(indicador)-14.68(médio);11.39(indicador)-14.21(médio);11.92(indicador)-15.01(médio);

